web-scraper-order,web-scraper-start-url,page,page-href,title,author_name,date
1614669981-1076,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=5&per_page=20&shelf=read&utf8=%E2%9C%93,Nomad,"Anderson, R.J.","Sep 24, 2018"
1614669981-1067,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=5&per_page=20&shelf=read&utf8=%E2%9C%93,"The Selection
        (The Selection, #1)","Cass, Kiera",Dec-18
1614669975-1062,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=4&per_page=20&shelf=read&utf8=%E2%9C%93,Zero Waste Home: The Ultimate Guide to Simplifying Your Life by Reducing Your Waste,"Johnson, Bea","Jan 05, 2019"
1614669975-1063,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=4&per_page=20&shelf=read&utf8=%E2%9C%93,Junkyard Planet: Travels in the Billion-Dollar Trash Trade,"Minter, Adam","Dec 19, 2018"
1614669986-1090,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=6&per_page=20&shelf=read&utf8=%E2%9C%93,"Harry Potter and the Goblet of Fire
        (Harry Potter, #4)","Rowling, J.K.",null
1614669970-1030,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=3&per_page=20&shelf=read&utf8=%E2%9C%93,"The Year of Less: How I Stopped Shopping, Gave Away My Belongings, and Discovered Life Is Worth More Than Anything You Can Buy in a Store","Flanders, Cait","Oct 12, 2019"
1614669990-1112,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=7&per_page=20&shelf=read&utf8=%E2%9C%93,"The Atlantis Complex
        (Artemis Fowl #7)","Colfer, Eoin",null
1614669986-1096,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=6&per_page=20&shelf=read&utf8=%E2%9C%93,"Harry Potter and the Chamber of Secrets
        (Harry Potter, #2)","Rowling, J.K.",null
1614669956-991,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,,,An American Marriage,"Jones, Tayari","Nov 23, 2020"
1614669970-1042,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=3&per_page=20&shelf=read&utf8=%E2%9C%93,"Bright Star: Beatrice Hill Tinsley, Astronomer","Catley, Christine Cole","Jun 12, 2019"
1614669975-1056,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=4&per_page=20&shelf=read&utf8=%E2%9C%93,"The Future of the Mind: The Scientific Quest to Understand, Enhance, and Empower the Mind","Kaku, Michio","Feb 10, 2019"
1614669956-1004,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,,,A Family Guide to Waste-free Living,"Carter, Lauren","Mar 13, 2020"
1614669986-1088,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=6&per_page=20&shelf=read&utf8=%E2%9C%93,Dewey: The Small-Town Library Cat Who Touched the World,"Myron, Vicki",null
1614669981-1081,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=5&per_page=20&shelf=read&utf8=%E2%9C%93,"The Beauty of Darkness
        (The Remnant Chronicles, #3)","Pearson, Mary E.","Jun 08, 2018"
1614669963-1009,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=2&per_page=20&shelf=read&utf8=%E2%9C%93,Two People & a Place: The Family Who Lived in Sydney Observatory,"Russell, Roslyn","Feb 05, 2020"
1614669970-1028,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=3&per_page=20&shelf=read&utf8=%E2%9C%93,"Love, Life, and Elephants: An African Love Story","Sheldrick, Daphne","Oct 29, 2019"
1614669956-992,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,,,"Avatar: The Last Airbender: Katara and the Pirate's Silver
        (Avatar: The Last Airbender, #0.5)","Hicks, Faith Erin","Nov 19, 2020"
1614669956-994,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,,,Matariki: the star of the year,"Matamua, Rangi","Oct 28, 2020"
1614669963-1016,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=2&per_page=20&shelf=read&utf8=%E2%9C%93,"Avatar: The Last Airbender: North and South
        (Avatar: The Last Airbender, #5)","Yang, Gene Luen","Dec 24, 2019"
1614669975-1060,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=4&per_page=20&shelf=read&utf8=%E2%9C%93,"The Heir
        (The Selection, #4)","Cass, Kiera","Jan 18, 2019"
1614669975-1052,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=4&per_page=20&shelf=read&utf8=%E2%9C%93,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars","Holt, Nathalia","Mar 14, 2019"
1614669956-1002,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,,,The Theory Of Everything,"Hawking, Stephen","Apr 04, 2020"
1614669970-1040,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=3&per_page=20&shelf=read&utf8=%E2%9C%93,The Uninhabitable Earth: Life After Warming,"Wallace-Wells, David","Jun 20, 2019"
1614669975-1055,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=4&per_page=20&shelf=read&utf8=%E2%9C%93,The Help,"Stockett, Kathryn","Feb 24, 2019"
1614669975-1064,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=4&per_page=20&shelf=read&utf8=%E2%9C%93,"The One
        (The Selection, #3)","Cass, Kiera","Dec 15, 2018"
1614669990-1108,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=7&per_page=20&shelf=read&utf8=%E2%9C%93,Life of Pi,"Martel, Yann",null
1614669981-1080,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=5&per_page=20&shelf=read&utf8=%E2%9C%93,"Morrighan
        (The Remnant Chronicles, #0.5)","Pearson, Mary E.","Jul 11, 2018"
1614669975-1049,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=4&per_page=20&shelf=read&utf8=%E2%9C%93,A Life Less Throwaway: The Lost Art of Buying for Life,"Button, Tara","Apr 06, 2019"
1614669956-988,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,,,Inferior: How Science Got Women Wrong—and the New Research That's Rewriting the Story,"Saini, Angela","Jan 06, 2021"
1614669970-1027,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=3&per_page=20&shelf=read&utf8=%E2%9C%93,"Bloodwitch
        (The Witchlands, #3)","Dennard, Susan","Nov 06, 2019"
1614669981-1082,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=5&per_page=20&shelf=read&utf8=%E2%9C%93,"Divergent
        (Divergent, #1)","Roth, Veronica","May 06, 2018"
1614669970-1031,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=3&per_page=20&shelf=read&utf8=%E2%9C%93,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements","Kean, Sam","Oct 03, 2019"
1614669956-995,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,,,Southern Nights,"Arnold, Naomi","Oct 19, 2020"
1614669986-1086,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=6&per_page=20&shelf=read&utf8=%E2%9C%93,"The Kiss of Deception
        (The Remnant Chronicles, #1)","Pearson, Mary E.","Mar 04, 2018"
1614669956-996,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,,,The End of Night: Searching for Natural Darkness in an Age of Artificial Light,"Bogard, Paul","Sep 22, 2020"
1614669986-1104,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=6&per_page=20&shelf=read&utf8=%E2%9C%93,"Swift
        (Swift, #1)","Anderson, R.J.",null
1614669990-1105,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,null,https://www.goodreads.com/review/list/75557397-holly?page=7&per_page=20&shelf=read&utf8=%E2%9C%93,,,
1614669963-1019,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=2&per_page=20&shelf=read&utf8=%E2%9C%93,Half of a Yellow Sun,"Adichie, Chimamanda Ngozi","Dec 14, 2019"
1614669956-987,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,,,"Girl, Woman, Other","Evaristo, Bernardine","Jan 26, 2021"
1614669970-1033,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=3&per_page=20&shelf=read&utf8=%E2%9C%93,Essentialism: The Disciplined Pursuit of Less,"McKeown, Greg","Sep 19, 2019"
1614669986-1098,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=6&per_page=20&shelf=read&utf8=%E2%9C%93,"Rebel
        (Faery Rebels, #2)","Anderson, R.J.",null
1614669963-1006,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=2&per_page=20&shelf=read&utf8=%E2%9C%93,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals","Hollis, Rachel","Mar 03, 2020"
1614669986-1093,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=6&per_page=20&shelf=read&utf8=%E2%9C%93,"Harry Potter and the Cursed Child: Parts One and Two
        (Harry Potter, #8)","Tiffany, John",null
1614669986-1089,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=6&per_page=20&shelf=read&utf8=%E2%9C%93,"Knife
        (Faery Rebels, #1)","Anderson, R.J.",null
1614669990-1111,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=7&per_page=20&shelf=read&utf8=%E2%9C%93,"Arrow
        (Faery Rebels, #3)","Anderson, R.J.",null
1614669986-1103,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=6&per_page=20&shelf=read&utf8=%E2%9C%93,"The Lost Colony
        (Artemis Fowl #5)","Colfer, Eoin",null
1614669975-1047,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=4&per_page=20&shelf=read&utf8=%E2%9C%93,George and the Blue Moon,"Hawking, Lucy",May-19
1614669975-1054,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=4&per_page=20&shelf=read&utf8=%E2%9C%93,"The Crown
        (The Selection, #5)","Cass, Kiera","Feb 24, 2019"
1614669956-997,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,,,Rich Enough? A Laid-Back Guide For Every Kiwi,"Holm, Mary","Aug 28, 2020"
1614669963-1008,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=2&per_page=20&shelf=read&utf8=%E2%9C%93,"Allegiant
        (Divergent, #3)","Roth, Veronica","Feb 11, 2020"
1614669981-1079,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=5&per_page=20&shelf=read&utf8=%E2%9C%93,Light of the Stars: Alien Worlds and the Fate of the Earth,"Frank, Adam","Jul 25, 2018"
1614669963-1020,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=2&per_page=20&shelf=read&utf8=%E2%9C%93,"Avatar: The Last Airbender - The Rift
        (Avatar: The Last Airbender, #3)","Yang, Gene Luen","Dec 11, 2019"
1614669963-1022,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=2&per_page=20&shelf=read&utf8=%E2%9C%93,"Avatar: The Last Airbender - The Search
        (Avatar: The Last Airbender, #2)","Yang, Gene Luen","Dec 06, 2019"
1614669956-998,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,,,"The Minimalist Home: A Room-By-Room Guide to a Decluttered, Refocused Life","Becker, Joshua","Aug 18, 2020"
1614669975-1046,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=4&per_page=20&shelf=read&utf8=%E2%9C%93,Broke Millennial Takes on Investing: A Beginner's Guide to Leveling Up Your Money,"Lowry, Erin","May 04, 2019"
1614669986-1099,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=6&per_page=20&shelf=read&utf8=%E2%9C%93,"Harry Potter and the Order of the Phoenix
        (Harry Potter, #5)","Rowling, J.K.",null
1614669963-1018,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=2&per_page=20&shelf=read&utf8=%E2%9C%93,"Avatar: The Last Airbender - Smoke and Shadow
        (Avatar: The Last Airbender, #4)","Yang, Gene Luen","Dec 21, 2019"
1614669970-1029,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=3&per_page=20&shelf=read&utf8=%E2%9C%93,Turning the Tide on Plastic: How Humanity (And You) Can Make Our Globe Clean Again,"Siegle, Lucy","Oct 19, 2019"
1614669970-1041,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=3&per_page=20&shelf=read&utf8=%E2%9C%93,Forces of Nature,"Cox, Brian","Jun 13, 2019"
1614669963-1005,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=2&per_page=20&shelf=read&utf8=%E2%9C%93,"The Legend of Korra: Ruins of the Empire
        (The Legend of Korra, #2)","DiMartino, Michael Dante","Mar 08, 2020"
1614669975-1050,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=4&per_page=20&shelf=read&utf8=%E2%9C%93,Caesar's Last Breath: Decoding the Secrets of the Air Around Us,"Kean, Sam","Mar 29, 2019"
1614669970-1043,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=3&per_page=20&shelf=read&utf8=%E2%9C%93,"Sightwitch
        (The Witchlands, #2.5)","Dennard, Susan","Jun 11, 2019"
1614669956-1000,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,,,The Great Pretender: The Undercover Mission That Changed Our Understanding of Madness,"Cahalan, Susannah","May 08, 2020"
1614669981-1069,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=5&per_page=20&shelf=read&utf8=%E2%9C%93,Too Big to Walk: The New Science of Dinosaurs,"Ford, Brian J.","Nov 04, 2018"
1614669981-1065,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=5&per_page=20&shelf=read&utf8=%E2%9C%93,"The Elite
        (The Selection, #2)","Cass, Kiera","Dec 04, 2018"
1614553373-898,https://www.goodreads.com/review/list/75557397-holly?utf8=%E2%9C%93&shelf=read&title=holly&per_page=20,next »,https://www.goodreads.com/review/list/75557397-holly?page=3&per_page=20&shelf=read&utf8=%E2%9C%93,Test,Test,"May 08, 2020"
